store,region,product,date,dow,ppu,quantity,value,pc_sold
A019,A,banana,2021-08-20,FRI,2.96,193,571.28,80.6
A019,A,banana,2021-08-21,SAT,2.96,210,621.6,89
A019,A,banana,2021-08-22,SUN,2.96,211,624.56,88.9
A019,A,banana,2021-08-23,MON,2.96,192,568.32,78.6
A019,A,banana,2021-08-24,TUE,2.96,191,565.36,77.1
A019,A,banana,2021-08-25,WED,2.96,197,583.12,80.1
A019,A,banana,2021-08-26,THU,2.98,194,578.12,73.1
A019,A,banana,2021-08-27,FRI,2.98,197,587.06,77.4
A019,A,banana,2021-08-28,SAT,2.98,213,634.74,78.7
A019,A,banana,2021-08-29,SUN,2.98,211,628.78,78.4
A019,A,banana,2021-08-30,MON,2.98,198,590.04,82.2
A019,A,banana,2021-08-31,TUE,2.98,193,575.14,83
A019,A,banana,2021-09-01,WED,2.98,190,566.2,80.1
A019,A,banana,2021-09-02,THU,2.97,191,567.27,78.9
A019,A,banana,2021-09-03,FRI,2.97,194,576.18,74.4
A019,A,banana,2021-09-04,SAT,2.97,210,623.7,83.1
A019,A,banana,2021-09-05,SUN,2.97,212,629.64,76.9
A019,A,banana,2021-09-06,MON,2.97,195,579.15,75.5
A019,A,banana,2021-09-07,TUE,2.97,191,567.27,66.7
A019,A,banana,2021-09-08,WED,2.97,192,570.24,63
A019,A,banana,2021-09-09,THU,2.97,194,576.18,85.9
A019,A,banana,2021-09-10,FRI,2.97,198,588.06,87.5
A019,A,banana,2021-09-11,SAT,2.97,211,626.67,76.1
A019,A,banana,2021-09-12,SUN,2.97,213,632.61,75.5
A019,A,banana,2021-09-13,MON,2.97,192,570.24,77.8
A019,A,banana,2021-09-14,TUE,2.97,194,576.18,94.1
A019,A,banana,2021-09-15,WED,2.97,193,573.21,84.2
A019,A,banana,2021-09-16,THU,2.96,195,577.2,83.4
A019,A,banana,2021-09-17,FRI,2.96,198,586.08,83.2
A019,A,banana,2021-09-18,SAT,2.96,211,624.56,78.4
A019,A,banana,2021-09-19,SUN,2.96,211,624.56,88.7
A019,A,banana,2021-09-20,MON,2.96,198,586.08,82
A019,A,banana,2021-09-21,TUE,2.96,192,568.32,80
A019,A,banana,2021-09-22,WED,2.96,191,565.36,81.8
A019,A,banana,2021-09-23,THU,2.96,191,565.36,77.4
A019,A,banana,2021-09-24,FRI,2.96,193,571.28,80.8
A019,A,banana,2021-09-25,SAT,2.96,210,621.6,91.7
A019,A,banana,2021-09-26,SUN,2.96,210,621.6,83.3
A019,A,banana,2021-09-27,MON,2.96,190,562.4,76.7
A019,A,banana,2021-09-28,TUE,2.96,197,583.12,85.1
A019,A,banana,2021-09-29,WED,2.96,194,574.24,76.5
A019,A,banana,2021-09-30,THU,2.95,195,575.25,88.3
A019,A,cherry,2021-04-01,THU,5.83,369,2151.27,81.7
A019,A,cherry,2021-04-02,FRI,5.83,360,2098.8,70.6
A019,A,cherry,2021-04-03,SAT,5.83,396,2308.68,72.7
A019,A,cherry,2021-04-04,SUN,5.83,398,2320.34,70
A019,A,cherry,2021-04-05,MON,5.83,361,2104.63,50
A019,A,cherry,2021-04-06,TUE,5.83,358,2087.14,62.1
A019,A,cherry,2021-04-07,WED,5.83,362,2110.46,63.6
A019,A,cherry,2021-04-08,THU,5.85,363,2123.55,67.9
A019,A,cherry,2021-04-09,FRI,5.85,367,2146.95,81.3
A019,A,cherry,2021-04-10,SAT,5.85,397,2322.45,81.7
A019,A,cherry,2021-04-11,SUN,5.85,395,2310.75,75.8
A019,A,cherry,2021-04-12,MON,5.85,360,2106,64.1
A019,A,cherry,2021-04-13,TUE,5.85,366,2141.1,54.2
A019,A,cherry,2021-04-14,WED,5.85,363,2123.55,59.8
A019,A,cherry,2021-04-15,THU,5.86,363,2127.18,70.3
A019,A,cherry,2021-04-16,FRI,5.86,368,2156.48,70.8
A019,A,cherry,2021-04-17,SAT,5.86,400,2344,57.3
A019,A,cherry,2021-04-18,SUN,5.86,398,2332.28,55.7
A019,A,cherry,2021-04-19,MON,5.86,370,2168.2,66.6
A019,A,cherry,2021-04-20,TUE,5.86,363,2127.18,68.4
A019,A,cherry,2021-04-21,WED,5.86,360,2109.6,73.7
A019,A,cherry,2021-04-22,THU,5.85,371,2170.35,62.8
A019,A,cherry,2021-04-23,FRI,5.85,366,2141.1,60.2
A019,A,cherry,2021-04-24,SAT,5.85,397,2322.45,58.6
A019,A,cherry,2021-04-25,SUN,5.85,395,2310.75,70.3
A019,A,cherry,2021-04-26,MON,5.85,363,2123.55,60.3
A019,A,cherry,2021-04-27,TUE,5.85,362,2117.7,68.9
A019,A,cherry,2021-04-28,WED,5.85,362,2117.7,66.9
A019,A,cherry,2021-04-29,THU,5.84,371,2166.64,68.4
A019,A,cherry,2021-04-30,FRI,5.84,358,2090.72,65.9
A019,A,cherry,2021-05-01,SAT,5.84,400,2336,69.4
A019,A,cherry,2021-05-02,SUN,5.84,400,2336,63.4
A019,A,cherry,2021-05-03,MON,5.84,366,2137.44,76.6
A019,A,cherry,2021-05-04,TUE,5.84,361,2108.24,72
A019,A,cherry,2021-05-05,WED,5.84,369,2154.96,77
A019,A,cherry,2021-05-06,THU,5.86,364,2133.04,71.7
A019,A,cherry,2021-05-07,FRI,5.86,367,2150.62,61.3
A019,A,cherry,2021-05-08,SAT,5.86,400,2344,83.4
A019,A,cherry,2021-05-09,SUN,5.86,401,2349.86,76
A019,A,cherry,2021-05-10,MON,5.86,360,2109.6,73.5
A019,A,cherry,2021-05-11,TUE,5.86,358,2097.88,72.5
A019,A,cherry,2021-05-12,WED,5.86,371,2174.06,70
A019,A,cherry,2021-05-13,THU,5.85,358,2094.3,87.9
A019,A,cherry,2021-05-14,FRI,5.85,361,2111.85,84.6
A019,A,cherry,2021-05-15,SAT,5.85,398,2328.3,90.2
A019,A,cherry,2021-05-16,SUN,5.85,400,2340,84
A019,A,cherry,2021-05-17,MON,5.85,359,2100.15,82.9
A019,A,cherry,2021-05-18,TUE,5.85,358,2094.3,78.9
A019,A,cherry,2021-05-19,WED,5.85,367,2146.95,74.8
A019,A,cherry,2021-05-20,THU,5.85,358,2094.3,81.9
A019,A,cherry,2021-05-21,FRI,5.85,369,2158.65,81.8
A019,A,cherry,2021-05-22,SAT,5.85,397,2322.45,83.3
A019,A,cherry,2021-05-23,SUN,5.85,399,2334.15,80.2
A019,A,cherry,2021-05-24,MON,5.85,363,2123.55,84.4
A019,A,cherry,2021-05-25,TUE,5.85,365,2135.25,75.7
A019,A,cherry,2021-05-26,WED,5.85,366,2141.1,79.4
A019,A,cherry,2021-05-27,THU,5.84,359,2096.56,75.3
A019,A,cherry,2021-05-28,FRI,5.84,366,2137.44,74.9
A019,A,cherry,2021-05-29,SAT,5.84,397,2318.48,65.5
A019,A,cherry,2021-05-30,SUN,5.84,400,2336,78.2
A019,A,cherry,2021-05-31,MON,5.84,368,2149.12,74.8
A019,A,cherry,2021-06-01,TUE,5.84,370,2160.8,62.7
A019,A,cherry,2021-06-02,WED,5.84,359,2096.56,63.1
A019,A,cherry,2021-06-03,THU,5.86,371,2174.06,74.6
A019,A,cherry,2021-06-04,FRI,5.86,372,2179.92,86.2
A019,A,cherry,2021-06-05,SAT,5.86,396,2320.56,69.4
A019,A,cherry,2021-06-06,SUN,5.86,399,2338.14,76.6
A019,A,cherry,2021-06-07,MON,5.86,362,2121.32,76.9
A019,A,cherry,2021-06-08,TUE,5.86,368,2156.48,68.2
A019,A,cherry,2021-06-09,WED,5.86,369,2162.34,68.3
A019,A,cherry,2021-06-10,THU,5.86,359,2103.74,79.6
A019,A,cherry,2021-06-11,FRI,5.86,372,2179.92,76.8
A019,A,cherry,2021-06-12,SAT,5.86,400,2344,69.2
A019,A,cherry,2021-06-13,SUN,5.86,400,2344,65.4
A019,A,cherry,2021-06-14,MON,5.86,372,2179.92,66.9
A019,A,cherry,2021-06-15,TUE,5.86,364,2133.04,63.2
A019,A,cherry,2021-06-16,WED,5.86,372,2179.92,69.7
A019,A,cherry,2021-06-17,THU,5.88,369,2169.72,89.3
A019,A,cherry,2021-06-18,FRI,5.88,363,2134.44,95.7
A019,A,cherry,2021-06-19,SAT,5.88,397,2334.36,91.6
A019,A,cherry,2021-06-20,SUN,5.88,399,2346.12,92.9
A019,A,cherry,2021-06-21,MON,5.88,365,2146.2,85.6
A019,A,cherry,2021-06-22,TUE,5.88,358,2105.04,73.7
A019,A,cherry,2021-06-23,WED,5.88,369,2169.72,68.9
A019,A,cherry,2021-06-24,THU,5.91,369,2180.79,85.9
A019,A,cherry,2021-06-25,FRI,5.91,372,2198.52,81.6
A019,A,cherry,2021-06-26,SAT,5.91,395,2334.45,81.8
A019,A,cherry,2021-06-27,SUN,5.91,398,2352.18,89.3
A019,A,cherry,2021-06-28,MON,5.91,358,2115.78,96.9
A019,A,cherry,2021-06-29,TUE,5.91,361,2133.51,86.8
A019,A,cherry,2021-06-30,WED,5.91,363,2145.33,82.1
A019,A,cherry,2021-07-01,THU,5.93,369,2188.17,75.1
A019,A,cherry,2021-07-02,FRI,5.93,371,2200.03,77.7
A019,A,cherry,2021-07-03,SAT,5.93,397,2354.21,83.3
A019,A,cherry,2021-07-04,SUN,5.93,399,2366.07,87
A019,A,cherry,2021-07-05,MON,5.93,358,2122.94,77.6
A019,A,cherry,2021-07-06,TUE,5.93,370,2194.1,83.8
A019,A,cherry,2021-07-07,WED,5.93,363,2152.59,80.4
A019,A,cherry,2021-07-08,THU,5.94,371,2203.74,80.7
A019,A,cherry,2021-07-09,FRI,5.94,367,2179.98,82.4
A019,A,cherry,2021-07-10,SAT,5.94,398,2364.12,82.1
A019,A,cherry,2021-07-11,SUN,5.94,400,2376,82.3
A019,A,cherry,2021-07-12,MON,5.94,366,2174.04,84.2
A019,A,cherry,2021-07-13,TUE,5.94,368,2185.92,82
A019,A,cherry,2021-07-14,WED,5.94,364,2162.16,75
A019,A,cherry,2021-07-15,THU,5.95,359,2136.05,79.4
A019,A,cherry,2021-07-16,FRI,5.95,366,2177.7,71.6
A019,A,cherry,2021-07-17,SAT,5.95,397,2362.15,66.3
A019,A,cherry,2021-07-18,SUN,5.95,397,2362.15,66.4
A019,A,cherry,2021-07-19,MON,5.95,369,2195.55,72.2
A019,A,cherry,2021-07-20,TUE,5.95,365,2171.75,73.4
A019,A,cherry,2021-07-21,WED,5.95,367,2183.65,77.3
A019,A,cherry,2021-07-22,THU,5.94,372,2209.68,69.6
A019,A,cherry,2021-07-23,FRI,5.94,363,2156.22,78.7
A019,A,cherry,2021-07-24,SAT,5.94,399,2370.06,82
A019,A,cherry,2021-07-25,SUN,5.94,394,2340.36,89.1
A019,A,cherry,2021-07-26,MON,5.94,366,2174.04,75.5
A019,A,cherry,2021-07-27,TUE,5.94,366,2174.04,80.9
A019,A,cherry,2021-07-28,WED,5.94,360,2138.4,80.7
A019,A,cherry,2021-07-29,THU,5.96,369,2199.24,67.8
A019,A,cherry,2021-07-30,FRI,5.96,362,2157.52,89
A019,A,cherry,2021-07-31,SAT,5.96,398,2372.08,83
A019,A,cherry,2021-08-01,SUN,5.96,395,2354.2,87.9
A019,A,cherry,2021-08-02,MON,5.96,360,2145.6,77.6
A019,A,cherry,2021-08-03,TUE,5.96,363,2163.48,77.1
A019,A,cherry,2021-08-04,WED,5.96,365,2175.4,69.7
A019,A,cherry,2021-08-05,THU,5.99,370,2216.3,83.5
A019,A,cherry,2021-08-06,FRI,5.99,369,2210.31,80.8
A019,A,cherry,2021-08-07,SAT,5.99,401,2401.99,82.6
A019,A,cherry,2021-08-08,SUN,5.99,397,2378.03,80.3
A019,A,cherry,2021-08-09,MON,5.99,362,2168.38,82
A019,A,cherry,2021-08-10,TUE,5.99,362,2168.38,77.3
A019,A,cherry,2021-08-11,WED,5.99,359,2150.41,72.8
A019,A,cherry,2021-08-12,THU,6.01,366,2199.66,81.6
A019,A,cherry,2021-08-13,FRI,6.01,371,2229.71,77.6
A019,A,cherry,2021-08-14,SAT,6.01,401,2410.01,75.3
A019,A,cherry,2021-08-15,SUN,6.01,397,2385.97,77.9
A019,A,cherry,2021-08-16,MON,6.01,359,2157.59,76.8
A019,A,cherry,2021-08-17,TUE,6.01,369,2217.69,81.3
A019,A,cherry,2021-08-18,WED,6.01,370,2223.7,76.1
A019,A,cherry,2021-08-19,THU,6.02,361,2173.22,76.5
A019,A,cherry,2021-08-20,FRI,6.02,371,2233.42,80.6
A019,A,cherry,2021-08-21,SAT,6.02,399,2401.98,89
A019,A,cherry,2021-08-22,SUN,6.02,396,2383.92,88.9
A019,A,cherry,2021-08-23,MON,6.02,368,2215.36,78.6
A019,A,cherry,2021-08-24,TUE,6.02,372,2239.44,77.1
A019,A,cherry,2021-08-25,WED,6.02,367,2209.34,80.1
A019,A,cherry,2021-08-26,THU,6.03,364,2194.92,73.1
A019,A,cherry,2021-08-27,FRI,6.03,361,2176.83,77.4
A019,A,cherry,2021-08-28,SAT,6.03,401,2418.03,78.7
A019,A,cherry,2021-08-29,SUN,6.03,399,2405.97,78.4
A019,A,cherry,2021-08-30,MON,6.03,369,2225.07,82.2
A019,A,cherry,2021-08-31,TUE,6.03,358,2158.74,83
A019,A,cherry,2021-09-01,WED,6.03,360,2170.8,80.1
A019,A,cherry,2021-09-02,THU,6.06,366,2217.96,78.9
A019,A,cherry,2021-09-03,FRI,6.06,358,2169.48,74.4
A019,A,cherry,2021-09-04,SAT,6.06,397,2405.82,83.1
A019,A,cherry,2021-09-05,SUN,6.06,398,2411.88,76.9
A019,A,cherry,2021-09-06,MON,6.06,360,2181.6,75.5
A019,A,cherry,2021-09-07,TUE,6.06,369,2236.14,66.7
A019,A,cherry,2021-09-08,WED,6.06,362,2193.72,63
A019,A,cherry,2021-09-09,THU,6.06,370,2242.2,85.9
A019,A,cherry,2021-09-10,FRI,6.06,367,2224.02,87.5
A019,A,cherry,2021-09-11,SAT,6.06,398,2411.88,76.1
A019,A,cherry,2021-09-12,SUN,6.06,396,2399.76,75.5
A019,A,cherry,2021-09-13,MON,6.06,366,2217.96,77.8
A019,A,cherry,2021-09-14,TUE,6.06,363,2199.78,94.1
A019,A,cherry,2021-09-15,WED,6.06,368,2230.08,84.2
A019,A,cherry,2021-09-16,THU,6.06,371,2248.26,83.4
A019,A,cherry,2021-09-17,FRI,6.06,360,2181.6,83.2
A019,A,cherry,2021-09-18,SAT,6.06,396,2399.76,78.4
A019,A,cherry,2021-09-19,SUN,6.06,400,2424,88.7
A019,A,cherry,2021-09-20,MON,6.06,362,2193.72,82
A019,A,cherry,2021-09-21,TUE,6.06,364,2205.84,80
A019,A,cherry,2021-09-22,WED,6.06,372,2254.32,81.8
A019,A,cherry,2021-09-23,THU,6.07,370,2245.9,77.4
A019,A,cherry,2021-09-24,FRI,6.07,362,2197.34,80.8
A019,A,cherry,2021-09-25,SAT,6.07,400,2428,91.7
A019,A,cherry,2021-09-26,SUN,6.07,397,2409.79,83.3
A019,A,cherry,2021-09-27,MON,6.07,358,2173.06,76.7
A019,A,cherry,2021-09-28,TUE,6.07,372,2258.04,85.1
A019,A,cherry,2021-09-29,WED,6.07,369,2239.83,76.5
A019,A,cherry,2021-09-30,THU,6.09,372,2265.48,88.3
A020,A,apple,2021-04-01,THU,1.01,408,412.08,81.7
A020,A,apple,2021-04-02,FRI,1.01,407,411.07,70.6
A020,A,apple,2021-04-03,SAT,1.01,447,451.47,72.7
A020,A,apple,2021-04-04,SUN,1.01,448,452.48,70
A020,A,apple,2021-04-05,MON,1.01,404,408.04,50
A020,A,apple,2021-04-06,TUE,1.01,411,415.11,62.1
A020,A,apple,2021-04-07,WED,1.01,403,407.03,63.6
A020,A,apple,2021-04-08,THU,1.03,413,425.39,67.9
A020,A,apple,2021-04-09,FRI,1.03,409,421.27,81.3
A020,A,apple,2021-04-10,SAT,1.03,445,458.35,81.7
A020,A,apple,2021-04-11,SUN,1.03,443,456.29,75.8
A020,A,apple,2021-04-12,MON,1.03,412,424.36,64.1
A020,A,apple,2021-04-13,TUE,1.03,414,426.42,54.2
A020,A,apple,2021-04-14,WED,1.03,403,415.09,59.8
A020,A,apple,2021-04-15,THU,1.04,413,429.52,70.3
A020,A,apple,2021-04-16,FRI,1.04,417,433.68,70.8
A020,A,apple,2021-04-17,SAT,1.04,448,465.92,57.3
A020,A,apple,2021-04-18,SUN,1.04,447,464.88,55.7
A020,A,apple,2021-04-19,MON,1.04,402,418.08,66.6
A020,A,apple,2021-04-20,TUE,1.04,414,430.56,68.4
A020,A,apple,2021-04-21,WED,1.04,404,420.16,73.7
A020,A,apple,2021-04-22,THU,1.06,411,435.66,62.8
A020,A,apple,2021-04-23,FRI,1.06,416,440.96,60.2
A020,A,apple,2021-04-24,SAT,1.06,448,474.88,58.6
A020,A,apple,2021-04-25,SUN,1.06,447,473.82,70.3
A020,A,apple,2021-04-26,MON,1.06,407,431.42,60.3
A020,A,apple,2021-04-27,TUE,1.06,412,436.72,68.9
A020,A,apple,2021-04-28,WED,1.06,416,440.96,66.9
A020,A,apple,2021-04-29,THU,1.08,416,449.28,68.4
A020,A,apple,2021-04-30,FRI,1.08,415,448.2,65.9
A020,A,apple,2021-05-01,SAT,1.08,447,482.76,69.4
A020,A,apple,2021-05-02,SUN,1.08,446,481.68,63.4
A020,A,apple,2021-05-03,MON,1.08,411,443.88,76.6
A020,A,apple,2021-05-04,TUE,1.08,414,447.12,72
A020,A,apple,2021-05-05,WED,1.08,411,443.88,77
A020,A,apple,2021-05-06,THU,1.09,418,455.62,71.7
A020,A,apple,2021-05-07,FRI,1.09,409,445.81,61.3
A020,A,apple,2021-05-08,SAT,1.09,449,489.41,83.4
A020,A,apple,2021-05-09,SUN,1.09,450,490.5,76
A020,A,apple,2021-05-10,MON,1.09,414,451.26,73.5
A020,A,apple,2021-05-11,TUE,1.09,404,440.36,72.5
A020,A,apple,2021-05-12,WED,1.09,417,454.53,70
A020,A,apple,2021-05-13,THU,1.1,403,443.3,87.9
A020,A,apple,2021-05-14,FRI,1.1,405,445.5,84.6
A020,A,apple,2021-05-15,SAT,1.1,443,487.3,90.2
A020,A,apple,2021-05-16,SUN,1.1,446,490.6,84
A020,A,apple,2021-05-17,MON,1.1,414,455.4,82.9
A020,A,apple,2021-05-18,TUE,1.1,405,445.5,78.9
A020,A,apple,2021-05-19,WED,1.1,404,444.4,74.8
A020,A,apple,2021-05-20,THU,1.12,404,452.48,81.9
A020,A,apple,2021-05-21,FRI,1.12,403,451.36,81.8
A020,A,apple,2021-05-22,SAT,1.12,446,499.52,83.3
A020,A,apple,2021-05-23,SUN,1.12,448,501.76,80.2
A020,A,apple,2021-05-24,MON,1.12,414,463.68,84.4
A020,A,apple,2021-05-25,TUE,1.12,418,468.16,75.7
A020,A,apple,2021-05-26,WED,1.12,405,453.6,79.4
A020,A,apple,2021-05-27,THU,1.11,411,456.21,75.3
A020,A,apple,2021-05-28,FRI,1.11,406,450.66,74.9
A020,A,apple,2021-05-29,SAT,1.11,450,499.5,65.5
A020,A,apple,2021-05-30,SUN,1.11,445,493.95,78.2
A020,A,apple,2021-05-31,MON,1.11,412,457.32,74.8
A020,A,apple,2021-06-01,TUE,1.11,415,460.65,62.7
A020,A,apple,2021-06-02,WED,1.11,414,459.54,63.1
A020,A,apple,2021-06-03,THU,1.14,414,471.96,74.6
A020,A,apple,2021-06-04,FRI,1.14,402,458.28,86.2
A020,A,apple,2021-06-05,SAT,1.14,450,513,69.4
A020,A,apple,2021-06-06,SUN,1.14,447,509.58,76.6
A020,A,apple,2021-06-07,MON,1.14,405,461.7,76.9
A020,A,apple,2021-06-08,TUE,1.14,413,470.82,68.2
A020,A,apple,2021-06-09,WED,1.14,415,473.1,68.3
A020,A,apple,2021-06-10,THU,1.17,406,475.02,79.6
A020,A,apple,2021-06-11,FRI,1.17,406,475.02,76.8
A020,A,apple,2021-06-12,SAT,1.17,444,519.48,69.2
A020,A,apple,2021-06-13,SUN,1.17,448,524.16,65.4
A020,A,apple,2021-06-14,MON,1.17,411,480.87,66.9
A020,A,apple,2021-06-15,TUE,1.17,410,479.7,63.2
A020,A,apple,2021-06-16,WED,1.17,408,477.36,69.7
A020,A,apple,2021-06-17,THU,1.18,409,482.62,89.3
A020,A,apple,2021-06-18,FRI,1.18,407,480.26,95.7
A020,A,apple,2021-06-19,SAT,1.18,449,529.82,91.6
A020,A,apple,2021-06-20,SUN,1.18,443,522.74,92.9
A020,A,apple,2021-06-21,MON,1.18,407,480.26,85.6
A020,A,apple,2021-06-22,TUE,1.18,410,483.8,73.7
A020,A,apple,2021-06-23,WED,1.18,415,489.7,68.9
A020,A,apple,2021-06-24,THU,1.2,417,500.4,85.9
A020,A,apple,2021-06-25,FRI,1.2,418,501.6,81.6
A020,A,apple,2021-06-26,SAT,1.2,443,531.6,81.8
A020,A,apple,2021-06-27,SUN,1.2,444,532.8,89.3
A020,A,apple,2021-06-28,MON,1.2,405,486,96.9
A020,A,apple,2021-06-29,TUE,1.2,413,495.6,86.8
A020,A,apple,2021-06-30,WED,1.2,411,493.2,82.1
A020,A,apple,2021-07-01,THU,1.2,409,490.8,75.1
A020,A,apple,2021-07-02,FRI,1.2,415,498,77.7
A020,A,apple,2021-07-03,SAT,1.2,445,534,83.3
A020,A,apple,2021-07-04,SUN,1.2,451,541.2,87
A020,A,apple,2021-07-05,MON,1.2,407,488.4,77.6
A020,A,apple,2021-07-06,TUE,1.2,413,495.6,83.8
A020,A,apple,2021-07-07,WED,1.2,410,492,80.4
A020,A,apple,2021-07-08,THU,1.19,417,496.23,80.7
A020,A,apple,2021-07-09,FRI,1.19,402,478.38,82.4
A020,A,apple,2021-07-10,SAT,1.19,445,529.55,82.1
A020,A,apple,2021-07-11,SUN,1.19,446,530.74,82.3
A020,A,apple,2021-07-12,MON,1.19,414,492.66,84.2
A020,A,apple,2021-07-13,TUE,1.19,402,478.38,82
A020,A,apple,2021-07-14,WED,1.19,416,495.04,75
A020,A,apple,2021-07-15,THU,1.19,407,484.33,79.4
A020,A,apple,2021-07-16,FRI,1.19,404,480.76,71.6
A020,A,apple,2021-07-17,SAT,1.19,448,533.12,66.3
A020,A,apple,2021-07-18,SUN,1.19,449,534.31,66.4
A020,A,apple,2021-07-19,MON,1.19,409,486.71,72.2
A020,A,apple,2021-07-20,TUE,1.19,405,481.95,73.4
A020,A,apple,2021-07-21,WED,1.19,408,485.52,77.3
A020,A,apple,2021-07-22,THU,1.18,406,479.08,69.6
A020,A,apple,2021-07-23,FRI,1.18,412,486.16,78.7
A020,A,apple,2021-07-24,SAT,1.18,446,526.28,82
A020,A,apple,2021-07-25,SUN,1.18,443,522.74,89.1
A020,A,apple,2021-07-26,MON,1.18,408,481.44,75.5
A020,A,apple,2021-07-27,TUE,1.18,404,476.72,80.9
A020,A,apple,2021-07-28,WED,1.18,404,476.72,80.7
A020,A,apple,2021-07-29,THU,1.18,414,488.52,67.8
A020,A,apple,2021-07-30,FRI,1.18,402,474.36,89
A020,A,apple,2021-07-31,SAT,1.18,443,522.74,83
A020,A,apple,2021-08-01,SUN,1.18,445,525.1,87.9
A020,A,apple,2021-08-02,MON,1.18,407,480.26,77.6
A020,A,apple,2021-08-03,TUE,1.18,413,487.34,77.1
A020,A,apple,2021-08-04,WED,1.18,415,489.7,69.7
A020,A,apple,2021-08-05,THU,1.2,410,492,83.5
A020,A,apple,2021-08-06,FRI,1.2,414,496.8,80.8
A020,A,apple,2021-08-07,SAT,1.2,448,537.6,82.6
A020,A,apple,2021-08-08,SUN,1.2,447,536.4,80.3
A020,A,apple,2021-08-09,MON,1.2,408,489.6,82
A020,A,apple,2021-08-10,TUE,1.2,404,484.8,77.3
A020,A,apple,2021-08-11,WED,1.2,406,487.2,72.8
A020,A,apple,2021-08-12,THU,1.21,416,503.36,81.6
A020,A,apple,2021-08-13,FRI,1.21,410,496.1,77.6
A020,A,apple,2021-08-14,SAT,1.21,443,536.03,75.3
A020,A,apple,2021-08-15,SUN,1.21,447,540.87,77.9
A020,A,apple,2021-08-16,MON,1.21,413,499.73,76.8
A020,A,apple,2021-08-17,TUE,1.21,413,499.73,81.3
A020,A,apple,2021-08-18,WED,1.21,405,490.05,76.1
A020,A,apple,2021-08-19,THU,1.21,411,497.31,76.5
A020,A,apple,2021-08-20,FRI,1.21,412,498.52,80.6
A020,A,apple,2021-08-21,SAT,1.21,445,538.45,89
A020,A,apple,2021-08-22,SUN,1.21,449,543.29,88.9
A020,A,apple,2021-08-23,MON,1.21,407,492.47,78.6
A020,A,apple,2021-08-24,TUE,1.21,411,497.31,77.1
A020,A,apple,2021-08-25,WED,1.21,407,492.47,80.1
A020,A,apple,2021-08-26,THU,1.21,413,499.73,73.1
A020,A,apple,2021-08-27,FRI,1.21,405,490.05,77.4
A020,A,apple,2021-08-28,SAT,1.21,450,544.5,78.7
A020,A,apple,2021-08-29,SUN,1.21,449,543.29,78.4
A020,A,apple,2021-08-30,MON,1.21,418,505.78,82.2
A020,A,apple,2021-08-31,TUE,1.21,404,488.84,83
A020,A,apple,2021-09-01,WED,1.21,405,490.05,80.1
A020,A,apple,2021-09-02,THU,1.22,417,508.74,78.9
A020,A,apple,2021-09-03,FRI,1.22,409,498.98,74.4
A020,A,apple,2021-09-04,SAT,1.22,449,547.78,83.1
A020,A,apple,2021-09-05,SUN,1.22,450,549,76.9
A020,A,apple,2021-09-06,MON,1.22,405,494.1,75.5
A020,A,apple,2021-09-07,TUE,1.22,415,506.3,66.7
A020,A,apple,2021-09-08,WED,1.22,417,508.74,63
A020,A,apple,2021-09-09,THU,1.23,415,510.45,85.9
A020,A,apple,2021-09-10,FRI,1.23,407,500.61,87.5
A020,A,apple,2021-09-11,SAT,1.23,445,547.35,76.1
A020,A,apple,2021-09-12,SUN,1.23,445,547.35,75.5
A020,A,apple,2021-09-13,MON,1.23,409,503.07,77.8
A020,A,apple,2021-09-14,TUE,1.23,407,500.61,94.1
A020,A,apple,2021-09-15,WED,1.23,409,503.07,84.2
A020,A,apple,2021-09-16,THU,1.23,407,500.61,83.4
A020,A,apple,2021-09-17,FRI,1.23,403,495.69,83.2
A020,A,apple,2021-09-18,SAT,1.23,447,549.81,78.4
A020,A,apple,2021-09-19,SUN,1.23,444,546.12,88.7
A020,A,apple,2021-09-20,MON,1.23,403,495.69,82
A020,A,apple,2021-09-21,TUE,1.23,403,495.69,80
A020,A,apple,2021-09-22,WED,1.23,413,507.99,81.8
A020,A,apple,2021-09-23,THU,1.26,413,520.38,77.4
A020,A,apple,2021-09-24,FRI,1.26,412,519.12,80.8
A020,A,apple,2021-09-25,SAT,1.26,443,558.18,91.7
A020,A,apple,2021-09-26,SUN,1.26,449,565.74,83.3
A020,A,apple,2021-09-27,MON,1.26,406,511.56,76.7
A020,A,apple,2021-09-28,TUE,1.26,417,525.42,85.1
A020,A,apple,2021-09-29,WED,1.26,416,524.16,76.5
A020,A,apple,2021-09-30,THU,1.25,412,515,88.3
A020,A,banana,2021-04-01,THU,2.43,317,770.31,81.7
A020,A,banana,2021-04-02,FRI,2.43,323,784.89,70.6
A020,A,banana,2021-04-03,SAT,2.43,352,855.36,72.7
A020,A,banana,2021-04-04,SUN,2.43,352,855.36,70
A020,A,banana,2021-04-05,MON,2.43,315,765.45,50
A020,A,banana,2021-04-06,TUE,2.43,322,782.46,62.1
A020,A,banana,2021-04-07,WED,2.43,315,765.45,63.6
A020,A,banana,2021-04-08,THU,2.43,316,767.88,67.9
A020,A,banana,2021-04-09,FRI,2.43,323,784.89,81.3
A020,A,banana,2021-04-10,SAT,2.43,349,848.07,81.7
A020,A,banana,2021-04-11,SUN,2.43,351,852.93,75.8
A020,A,banana,2021-04-12,MON,2.43,326,792.18,64.1
A020,A,banana,2021-04-13,TUE,2.43,325,789.75,54.2
